donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_el_ultimo_semestre,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,pluriempleo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,vibe_coding,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,cual_es_la_cantidad_maxima_de_entrevistas_que_consideras_aceptable_en_un_proceso_de_seleccion,cual_es_la_combinacion_de_entrevistas_que_consideras_mejor_en_tu_experiencia_como_candidatoa,desafios_tecnicoscomo_los_preferiselegi_todas_las_opciones_que_consideres,cuantas_horas_te_parecen_correctas_dedicarle_a_un_desafio_tecnico_asincronico,cual_de_las_siguientes_frases_representa_mejor_tu_opinion_acerca_de_los_procesos_de_seleccion,salir_o_seguir_contestando_sobre_las_guardias1,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
Mendoza,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2950000.0,2900000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,Developer,14,0,0,0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Linux","Dart, Javascript, PHP, Python, SQL, TypeScript","Flutter, Laravel, React.js, Fast Api","Amazon RDS/Aurora, MariaDB, MySQL, Redis, SQLite","PHPUnit, Postman",De 11  a 50  personas,100% remoto,0,,No,5,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,34,Hombre Cis,Sí,True,Senior,2950000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,11400000.0,11400000.0,Cobro todo el salario en dólares,,Menos de un sueldo,Performance individual,Uno,11.0,Febrero,4,Ninguna de las anteriores,4,"No, estoy muy conforme.",,Technical Leader,9,1,1,4,Docker,Python,Django,PostgreSQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,"Si, basada en performance",No,9,5,Llegó para quedarse,Responder sobre mis estudios,Maestría,Completo,Maestria en Data Mining,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,,,,,,32,Hombre Cis,Sí,True,Senior,11400000.0
Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,2700000.0,Cobro parte del salario en dólares,1200,No,No recibo bono,No,0.0,Enero,2,"Abono de Internet, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",1,"Sí, estoy buscando activamente.",,Recruiter,10,4,3,0,"Ninguna de las anteriores, ","SQL, VBA",Ninguno de los anteriores,SQLite,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,no,Sí,10,3,Vibequé?,Responder sobre mis estudios,Maestría,En curso,Licenciatura en Psicología,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,,,,,,29,Hombre Cis,Sí,True,Senior,2600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3241000.0,2674000.0,Cobro parte del salario en dólares,1150,No,No recibo bono,Dos,16.0,Abril,3,"Abono de celular, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Cuenta de UDEMI para capacitaciones",4,"No, pero escucho ofertas.",,Manager / Director,30,2,2,2,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,,No,10,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,48,Hombre Cis,Sí,True,Senior,3241000.0
Córdoba,Full-Time,Contractor,2200000.0,2200000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,Developer,4,0,2,0,"Amazon Web Services, Kubernetes","Javascript, TypeScript","Node.js, React.js","MySQL, PostgreSQL, Redis","Jest, Mocha",De 101 a 200 personas,100% remoto,0,,No sé,7,5,Hype,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,"Me da igual, no tengo una opinión al respecto","HR, Técnica - Coding","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Sincrónicos, prefiero el desafío en tiempo real, En plataformas tipo HackerRank o similares",Menos de 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,22,Hombre Cis,Sí,True,Semi-Senior,2200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3900000.0,3379563.0,Cobro todo el salario en dólares,1070,De uno a tres sueldos,Mix de las anteriores,Uno,3.0,Marzo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",2,"No, pero escucho ofertas.",,Developer,10,6,1,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, Java, Javascript, SQL, TypeScript","Angular, jQuery, Node.js, React.js, Spring","ElasticSearch, MariaDB, MongoDB, MySQL","JUnit, insomnia",De 2001a 5000 personas,100% remoto,0,,No,7,5,Llegó para quedarse,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,,,,,,,,,,31,Mujer Cis,Sí,True,Senior,3900000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,1350000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Uno,8.0,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",1,"No, pero escucho ofertas.",,QA / Tester,2,1,2,0,Amazon Web Services,Javascript,Node.js,"Amazon DynamoDB, ElasticSearch","Postman, Visual Studio Coded UI",De 2001a 5000 personas,100% remoto,0,,No,7,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,27,Mujer Cis,Sí,True,Junior,1600000.0
Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,3200000.0,Cobro parte del salario en dólares,1196,No,No recibo bono,Dos,20.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",,QA / Tester,15,5,4,5,"Amazon Web Services, Docker, Kubernetes",".NET, Javascript, SQL, TypeScript",".NET Core, Angular",Microsoft SQL Server,"Postman, Playwright ",De 201 a 500 personas,100% remoto,0,Si,No sé,5,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,46,Hombre Cis,Sí,True,Senior,2300000.0
Entre Ríos,Part-Time,Freelance,1200000.0,820000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,No,0.0,Febrero,1,Horarios flexibles,1,"Sí, estoy buscando activamente.",,Developer,2,0,0,3,Windows Server,"CSS, HTML, Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Django, React.js, Vue.js, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL","Postman, Visual Studio Coded UI",1 (solamente yo),100% remoto,0,Ninguna,Sí,0,2,Llegó para quedarse,Responder sobre mis estudios,Universitario,En curso,Tecnicatura en Computación,,Terminar encuesta,,,,,,,,,,46,Mujer Cis,No,True,Junior,1200000.0
Córdoba,Full-Time,Contractor,1400000.0,1400000.0,Cobro todo el salario en dólares,1200,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,3,3,3,0,"Arduino o similar, Linux, SAP, Serverless",Javascript,Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, PostgreSQL","Jest, Postman",De 2 a 10 personas,100% remoto,0,Aumento anual 15%,No,7,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,28,Hombre Cis,Sí,True,Semi-Senior,1400000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,1200000.0,1150000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Marketing,3,0,0,0,Ninguna de las anteriores,HTML,WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No que yo sepa,No sé,10,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,45,Queer,No,True,Semi-Senior,1200000.0
Buenos Aires,Full-Time,Staff (planta permanente),13500000.0,9200000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1200,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Manager / Director,16,0,5,8,"Amazon Web Services, Docker, Kubernetes, Linux","Go, Java, Python",Spring,"Amazon RDS/Aurora, PostgreSQL, Redis",Jest,De 51 a 100 personas,100% remoto,0,,No,9,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,36,Hombre Cis,Sí,True,Senior,13500000.0
Buenos Aires,Full-Time,Staff (planta permanente),6200000.0,5700000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1210,3+ sueldos,Performance de la compañía,Uno,2.0,Marzo,2,"Horarios flexibles, Stock options / RSUs, Viáticos",3,"No, pero escucho ofertas.",,Manager / Director,5,3,3,15,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes","Javascript, Ruby, SQL","Rails, React.js",PostgreSQL,Postman,De 11  a 50  personas,100% remoto,0,no,Sí,9,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,38,Hombre Cis,Sí,True,Semi-Senior,6200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3216000.0,2554000.0,Cobro parte del salario en dólares,1183,No,No recibo bono,No,0.0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",1,"Sí, estoy buscando activamente.",,Architect,17,6,5,4,"Amazon Web Services, Docker, Google Cloud Platform, SAP",".NET, Javascript",".NET Core, Node.js, React.js, SAP","Amazon DynamoDB, Amazon Redshift, ElasticSearch, HANA, MySQL, PostgreSQL",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),2,NO,Sí,0,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,42,Hombre Cis,Sí,True,Senior,3216000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4600000.0,4318000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,Abril,2,Capacitaciones y/o cursos,1,"No, pero escucho ofertas.",,Developer,9,3,2,0,"Firebase, Android",Kotlin,Ninguno de los anteriores,"Amazon DynamoDB, Google Cloud Storage",JUnit,De 2001a 5000 personas,100% remoto,0,,Sí,5,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,37,Hombre Cis,Sí,True,Senior,4600000.0
Mendoza,Full-Time,Contractor,5115000.0,5030000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,Data Engineer,4,1,1,0,"Ninguna de las anteriores, Adobe Experience Platform","Python, SQL",Ninguno de los anteriores,PostgreSQL,"Postman, Visual Studio Coded UI",De 2 a 10 personas,100% remoto,0,,No,10,4,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Ingeniería Mecatrónica,UNCUYO - Universidad Nacional de Cuyo,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,,,,32,Hombre Cis,Sí,True,Semi-Senior,5115000.0
Tucumán,Full-Time,Contractor,1700000.0,1666000.0,Cobro todo el salario en dólares,Cobro en euros y me llega en dólares por la plataforma,Un sueldo,Performance individual,Dos,283.0,Abril,4,Capacitaciones y/o cursos,3,"No, pero escucho ofertas.",,Designer,1,0,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Angular,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Solo se que hay ajustes por desempeño cada 6 meses,No sé,8,4,Vibequé?,Responder sobre entrevistas técnicas,,,,,,Hasta 2,Técnica - Diseño & Arquitectura,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 8 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,29,Mujer Cis,Sí,True,Junior,1700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3300000.0,2650000.0,Cobro todo el salario en dólares,1167,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,5,4,4,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Go, Scala",Ninguno de los anteriores,"Amazon RDS/Aurora, MariaDB, MongoDB",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,No sé,7,4,Llegó para quedarse,Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,"Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Sincrónicos, prefiero el desafío en tiempo real, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,28,Hombre Cis,Sí,True,Semi-Senior,3300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3691272.0,2895559.0,Cobro parte del salario en dólares,1183,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,1,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Manager / Director,15,5,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,No,Sí,4,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,39,Mujer Cis,Sí,True,Senior,3691272.0
Santa Fe,Full-Time,Staff (planta permanente),1980000.0,1600000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Más de tres,12.0,Julio,3,Ninguna de las anteriores,4,"No, estoy muy conforme.",,QA / Tester,4,4,4,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),3,-,No,8,1,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,35,Mujer Cis,Sí,True,Semi-Senior,1980000.0
Buenos Aires,Full-Time,Contractor,8750000.0,7000000.0,Cobro todo el salario en dólares,7000,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,VP / C-Level,30,0,0,3,"Amazon Web Services, Firebase, Google Cloud Platform, Kubernetes, Linux, Microcontroladores","Dart, Go, PHP","Bootstrap, Vue.js, WordPress","Google Cloud Storage, Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No,No,3,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,51,Hombre Cis,Sí,True,Senior,8750000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,2000000.0,2000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,No,0.0,No tuve,3,Ninguna de las anteriores,1,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,24,0,20,1,Docker,"CSS, HTML, Javascript, PHP, SQL","Laravel, WordPress","MariaDB, MySQL","PHPUnit, Pest (basado en PHPUnit)",De 51 a 100 personas,100% remoto,0,,No sé,9,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,44,Hombre Cis,Sí,True,Senior,2000000.0
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4300000.0,4000000.0,Cobro todo el salario en dólares,1250,No,No recibo bono,No,0.0,No tuve,3,Licencia por nacimiento extendida,3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,7,2,7,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Bash/Shell, Python, SQL","TensorFlow, Torch","Amazon DynamoDB, Amazon RDS/Aurora",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,No,No sé,6,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,Sí,True,Senior,4300000.0
Santa Fe,Full-Time,Staff (planta permanente),3724796.0,2963544.0,Cobro parte del salario en dólares,1180,De uno a tres sueldos,"se cobran dos bonos uno por performance si aplica, y otro por permanencia que es para todos.",Dos,11.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Manager / Director,22,10,2,14,"Amazon Web Services, Azure",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,1,No sé,7,0,Vibequé?,Responder sobre guardias,Posgrado/Especialización,Completo,Diseño Gráfico,UAI - Universidad Abierta Interamericana,Responder sobre entrevistas técnicas,Hasta 2,"HR, Técnica - Coding","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,"Sí, pasiva",200000.0,Bruto,43,Mujer Cis,Sí,True,Senior,3724796.0
Buenos Aires,Full-Time,Staff (planta permanente),2458481.0,2192760.0,Cobro parte del salario en dólares,,No,No recibo bono,Uno,5.0,Enero,3,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,10,1,1,0,"Amazon Web Services, Azure","HTML, Javascript, TypeScript","Next.js, React.js","MongoDB, MySQL",Jest,Más de 10000 personas,100% remoto,0,,Sí,8,3,Hype,Terminar encuesta,,,,,,,,,,,,,,,37,Hombre Cis,Sí,True,Senior,2458481.0
Jujuy,Full-Time,Staff (planta permanente),2900000.0,2300000.0,Cobro parte del salario en dólares,1200,Un sueldo,Performance individual,Uno,5.0,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,8,3,3,1,"Firebase, OpenShift",Kotlin,Ninguno de los anteriores,SQLite,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,No,7,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,39,Hombre Cis,Sí,True,Senior,2900000.0
Tucumán,Full-Time,Contractor,3400000.0,3000000.0,Cobro todo el salario en dólares,1140,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, estoy muy conforme.",,Data Engineer,3,0,0,0,"Docker, Google Cloud Platform, Linux","Bash/Shell, Python, SQL",Spark,"Google Cloud Storage, Microsoft SQL Server, MySQL, Oracle, PostgreSQL, SQLite",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,No sé,9,4,Hype,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Superior en Programación,,Terminar encuesta,,,,,,,,,,29,Hombre Cis,Sí,True,Semi-Senior,3400000.0
Buenos Aires,Part-Time,Freelance,2200000.0,2200000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,2,"No, estoy muy conforme.",,Developer,20,0,0,0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform","Javascript, Python, TypeScript","Next.js, Node.js, React.js","Google Cloud Storage, MongoDB, PostgreSQL, Redis, SQLite",Jest,De 2 a 10 personas,100% remoto,0,Independiente hace dos meses.,Sí,0,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,True,Senior,2200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000.0,1800000.0,Mi sueldo está dolarizado (pero cobro en moneda local),BNA,Menos de un sueldo,Acuerdo con consultora,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Business Analyst,14,0,0,0,"Linux, Oracle Siebel",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,no,No,7,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,45,Hombre Cis,Sí,True,Senior,2200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,6250000.0,5800000.0,Cobro todo el salario en dólares,1260,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Technical Leader,3,4,2,9,"Azure, Firebase, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Bootstrap, jQuery, Next.js, React.js","Microsoft SQL Server, MySQL","Cypress, Postman",De 11  a 50  personas,Híbrido (presencial y remoto),3,No,Sí,4,3,Hype,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,,,,29,Hombre Cis,Sí,True,Semi-Senior,6250000.0
